"Caesarstone Sdot-Yam","2017-03-31T00:00:00","CSTE","Caesarstone Sdot-Yam"
"Capstar Financial Holdings Inc","2017-03-31T00:00:00","CSTR","Capstar Financial Holdings Inc"
"Capital Southwest","2017-03-31T00:00:00","CSWC","Capital Southwest"
"Csw Industrials Inc","2017-03-31T00:00:00","CSWI","Csw Industrials Inc"
"CSX Corporation","2017-03-31T00:00:00","CSX","CSX Corporation"
"Cintas Corp","2017-03-31T00:00:00","CTAS","Cintas Corp"
"Community TR Bancp","2017-03-31T00:00:00","CTBI","Community TR Bancp"
"Computer Task Gp Inc","2017-03-31T00:00:00","CTG","Computer Task Gp Inc"
"Charles & Colvard","2017-03-31T00:00:00","CTHR","Charles & Colvard"
"Cti Inds Corp","2017-03-31T00:00:00","CTIB","Cti Inds Corp"
"Cti Biopharm Corp","2017-03-31T00:00:00","CTIC","Cti Biopharm Corp"
"Cytomx Thera Cmn Stk","2017-03-31T00:00:00","CTMX","Cytomx Thera Cmn Stk"
"Caretrust REIT Inc","2017-03-31T00:00:00","CTRE","Caretrust REIT Inc"
"Control4 Corporation","2017-03-31T00:00:00","CTRL","Control4 Corporation"
"Citi Trends Inc","2017-03-31T00:00:00","CTRN","Citi Trends Inc"
"Ctrip.Com Intl Ltd","2017-03-31T00:00:00","CTRP","Ctrip.Com Intl Ltd"
"Contravir Pharmaceut","2017-03-31T00:00:00","CTRV","Contravir Pharmaceut"
"Cognizant Tech Sol","2017-03-31T00:00:00","CTSH","Cognizant Tech Sol"
"Cytosorbents Cor","2017-03-31T00:00:00","CTSO","Cytosorbents Cor"
"Conn Water Svcs In","2017-03-31T00:00:00","CTWS","Conn Water Svcs In"
"Citrix Systems Inc","2017-03-31T00:00:00","CTXS","Citrix Systems Inc"
"Herzfeld Caribbean","2017-03-31T00:00:00","CUBA","Herzfeld Caribbean"
"Commerce Un Bcsh Cmn","2017-03-31T00:00:00","CUBN","Commerce Un Bcsh Cmn"
"Cui Global Inc","2017-03-31T00:00:00","CUI","Cui Global Inc"
"Cu Bancorp Cmn Stk","2017-03-31T00:00:00","CUNB","Cu Bancorp Cmn Stk"
"Neuralstem Inc","2017-03-31T00:00:00","CUR","Neuralstem Inc"
"Cutera Inc","2017-03-31T00:00:00","CUTR","Cutera Inc"
"Cvb Financial Corp","2017-03-31T00:00:00","CVBF","Cvb Financial Corp"
"Cavco Inds Inc","2017-03-31T00:00:00","CVCO","Cavco Inds Inc"
"Central Vly Cmty Bcp","2017-03-31T00:00:00","CVCY","Central Vly Cmty Bcp"
"Commercial Vehicle G","2017-03-31T00:00:00","CVGI","Commercial Vehicle G"
"Calavo Growers Inc","2017-03-31T00:00:00","CVGW","Calavo Growers Inc"
"Commvault Systems","2017-03-31T00:00:00","CVLT","Commvault Systems"
"Codorus Valley Bncp","2017-03-31T00:00:00","CVLY","Codorus Valley Bncp"
"Covenant Transportn","2017-03-31T00:00:00","CVTI","Covenant Transportn"
"CVD Equipment Corp","2017-03-31T00:00:00","CVV","CVD Equipment Corp"
"Coastway Bancorp Inc","2017-03-31T00:00:00","CWAY","Coastway Bancorp Inc"
"Community West Bncsh","2017-03-31T00:00:00","CWBC","Community West Bncsh"
"Cons Water Co Inc","2017-03-31T00:00:00","CWCO","Cons Water Co Inc"
"Casella Waste Sys","2017-03-31T00:00:00","CWST","Casella Waste Sys"
"China Xd Plastics Co","2017-03-31T00:00:00","CXDC","China Xd Plastics Co"
"Concordia International","2017-03-31T00:00:00","CXRX","Concordia International"
"Wisdomtree China Ex-","2017-03-31T00:00:00","CXSE","Wisdomtree China Ex-"
"Cypress Semiconductr","2017-03-31T00:00:00","CY","Cypress Semiconductr"
"Celyad Sa Ads","2017-03-31T00:00:00","CYAD","Celyad Sa Ads"
"Cyanotech Corp","2017-03-31T00:00:00","CYAN","Cyanotech Corp"
"Cyberoptics Cp","2017-03-31T00:00:00","CYBE","Cyberoptics Cp"
"Cyberark Soft Ord","2017-03-31T00:00:00","CYBR","Cyberark Soft Ord"
"Cyclacel Pharmaceuti","2017-03-31T00:00:00","CYCC","Cyclacel Pharmaceuti"
"Cyclacel Pharmaceuti","2017-03-28T00:00:00","CYCCP","Cyclacel Pharmaceuti"
"Community Health Sys","2017-03-31T00:00:00","CYHHZ","Community Health Sys"
"Cynosure Inc","2017-03-21T00:00:00","CYNO","Cynosure Inc"
"Changyou.Com Limited","2017-03-31T00:00:00","CYOU","Changyou.Com Limited"
"Cyren Ltd","2017-03-31T00:00:00","CYRN","Cyren Ltd"
"Cryoport Inc","2017-03-31T00:00:00","CYRX","Cryoport Inc"
"Cryoport Inc Wts","2017-03-31T00:00:00","CYRXW","Cryoport Inc Wts"
"Cytokinetics","2017-03-31T00:00:00","CYTK","Cytokinetics"
"Cytrx Cp","2017-03-31T00:00:00","CYTR","Cytrx Cp"
"Cytori Therapeutics","2017-03-31T00:00:00","CYTX","Cytori Therapeutics"
"Cytori Therapeutics Inc","2017-03-30T00:00:00","CYTXW","Cytori Therapeutics Inc"
"Citizens First Corp","2017-03-29T00:00:00","CZFC","Citizens First Corp"
"Citizens Nrthn Cp","2017-03-31T00:00:00","CZNC","Citizens Nrthn Cp"
"Caesars Entertnmt","2017-03-31T00:00:00","CZR","Caesars Entertnmt"
"Citizens Community","2017-03-31T00:00:00","CZWI","Citizens Community"
"Data I O Cp","2017-03-31T00:00:00","DAIO","Data I O Cp"
"Daktronics Inc","2017-03-31T00:00:00","DAKT","Daktronics Inc"
"Famous Daves of Am","2017-03-31T00:00:00","DAVE","Famous Daves of Am"
"Recon Cp DAX ETF","2017-03-31T00:00:00","DAX","Recon Cp DAX ETF"
"Dbv Technologies Ads","2017-03-31T00:00:00","DBVT","Dbv Technologies Ads"
"Diana Containrshp","2017-03-31T00:00:00","DCIX","Diana Containrshp"
"Dime Community Bncsh","2017-03-31T00:00:00","DCOM","Dime Community Bncsh"
"Delcath Systems Inc","2017-03-31T00:00:00","DCTH","Delcath Systems Inc"
"Legg Mason Dev Exus","2017-03-31T00:00:00","DDBI","Legg Mason Dev Exus"
"Delta Tech HD Ltd Or","2017-03-31T00:00:00","DELT","Delta Tech HD Ltd Or"
"Delta Tech Hld Wt","2017-03-31T00:00:00","DELTW","Delta Tech Hld Wt"
"Dennys Corp","2017-03-31T00:00:00","DENN","Dennys Corp"
"Depomed Inc","2017-03-31T00:00:00","DEPO","Depomed Inc"
"Dermira Inc Cm ST","2017-03-31T00:00:00","DERM","Dermira Inc Cm ST"
"Destination Maternty","2017-03-31T00:00:00","DEST","Destination Maternty"
"Differntl Brands Cmn","2017-03-31T00:00:00","DFBG","Differntl Brands Cmn"
"Diffusion Pharmaceuticals Inc","2017-03-31T00:00:00","DFFN","Diffusion Pharmaceuticals Inc"
"Davis Fundamental ETF Trust Davis Select Financi","2017-03-31T00:00:00","DFNL","Davis Fundamental ETF Trust Davis Select Financi"
"Del Frisco's Restrnt","2017-03-31T00:00:00","DFRG","Del Frisco's Restrnt"
"Ipath 5 Year Bull","2017-03-17T00:00:00","DFVL","Ipath 5 Year Bull"
"Ipath 5 Year Bear Et","2017-03-29T00:00:00","DFVS","Ipath 5 Year Bear Et"
"Delta Natural Gas","2017-03-31T00:00:00","DGAS","Delta Natural Gas"
"Donegal Group Cl A","2017-03-31T00:00:00","DGICA","Donegal Group Cl A"
"Donegal Group Cl B","2017-03-31T00:00:00","DGICB","Donegal Group Cl B"
"Digi Intl Inc","2017-03-31T00:00:00","DGII","Digi Intl Inc"
"VS 3X Inv Gold","2017-03-31T00:00:00","DGLD","VS 3X Inv Gold"
"Digital Ally Inc","2017-03-31T00:00:00","DGLY","Digital Ally Inc"
"Wisdomtree Emg Mkts","2017-03-31T00:00:00","DGRE","Wisdomtree Emg Mkts"
"Wisdomtree US SC Qly","2017-03-31T00:00:00","DGRS","Wisdomtree US SC Qly"
"Wisdomtree US Qlty D","2017-03-31T00:00:00","DGRW","Wisdomtree US Qlty D"
"Diamond Hill Inv","2017-03-31T00:00:00","DHIL","Diamond Hill Inv"
"Dhx Media Varbl Vtg","2017-03-31T00:00:00","DHXM","Dhx Media Varbl Vtg"
"Diodes Inc","2017-03-31T00:00:00","DIOD","Diodes Inc"
"Discovery Comm A","2017-03-31T00:00:00","DISCA","Discovery Comm A"
"Discovery Comm B","2017-03-17T00:00:00","DISCB","Discovery Comm B"
"Discovery Comm Inc","2017-03-31T00:00:00","DISCK","Discovery Comm Inc"
"Dish Network Corp","2017-03-31T00:00:00","DISH","Dish Network Corp"
"Daily Journal Cp","2017-03-31T00:00:00","DJCO","Daily Journal Cp"
"Barclays Bank Plc","2017-03-17T00:00:00","DLBL","Barclays Bank Plc"
"Ipath Long Bond Bear","2017-03-29T00:00:00","DLBS","Ipath Long Bond Bear"
"Dlh Holdings Corp","2017-03-31T00:00:00","DLHC","Dlh Holdings Corp"
"Duluth Hldg Cl B Cmn","2017-03-31T00:00:00","DLTH","Duluth Hldg Cl B Cmn"
"Dollar Tree Inc","2017-03-31T00:00:00","DLTR","Dollar Tree Inc"
"Dorchester Minls","2017-03-31T00:00:00","DMLP","Dorchester Minls"
"Delmar Pharmaceuticals Inc","2017-03-31T00:00:00","DMPI","Delmar Pharmaceuticals Inc"
"Digimarc Corporation","2017-03-31T00:00:00","DMRC","Digimarc Corporation"
"Dimension Thera Cmn","2017-03-31T00:00:00","DMTX","Dimension Thera Cmn"
"Dnb Finl Corp","2017-03-31T00:00:00","DNBF","Dnb Finl Corp"
"Dunkin' Brands Group","2017-03-31T00:00:00","DNKN","Dunkin' Brands Group"
"Dorman Products Inc","2017-03-31T00:00:00","DORM","Dorman Products Inc"
"Amdocs Ltd Ord","2017-03-31T00:00:00","DOX","Amdocs Ltd Ord"
"Dipexium Pharmaceuti","2017-03-31T00:00:00","DPRX","Dipexium Pharmaceuti"
"Digirad Corporation","2017-03-31T00:00:00","DRAD","Digirad Corporation"
"Dataram Corp","2017-03-31T00:00:00","DRAM","Dataram Corp"
"Labstyle Innovat Cmn","2017-03-31T00:00:00","DRIO","Labstyle Innovat Cmn"
"Labstyle Innovati Wt","2017-03-31T00:00:00","DRIOW","Labstyle Innovati Wt"
"Dicerna Pharmaceutic","2017-03-31T00:00:00","DRNA","Dicerna Pharmaceutic"
"Durect Corporation","2017-03-31T00:00:00","DRRX","Durect Corporation"
"Dragonwave Cmn","2017-03-31T00:00:00","DRWI","Dragonwave Cmn"
"Dryships Inc","2017-03-31T00:00:00","DRYS","Dryships Inc"
"Descartes Sys Grp","2017-03-31T00:00:00","DSGX","Descartes Sys Grp"
"Daseke Inc","2017-03-31T00:00:00","DSKE","Daseke Inc"
"Daseke Inc","2017-03-31T00:00:00","DSKEW","Daseke Inc"
"VS 3X Inv Silver","2017-03-31T00:00:00","DSLV","VS 3X Inv Silver"
"D S P Group Inc","2017-03-31T00:00:00","DSPG","D S P Group Inc"
"Deswell Inds Inc","2017-03-31T00:00:00","DSWL","Deswell Inds Inc"
"Davidstea Inc Cm Stk","2017-03-31T00:00:00","DTEA","Davidstea Inc Cm Stk"
"Determine Inc","2017-03-31T00:00:00","DTRM","Determine Inc"
"Ipath 2 Year Bull","2017-03-27T00:00:00","DTUL","Ipath 2 Year Bull"
"Ipath 2 Year Bear","2017-03-31T00:00:00","DTUS","Ipath 2 Year Bear"
"Ipath 10 Year Bull","2017-03-15T00:00:00","DTYL","Ipath 10 Year Bull"
"Ipath 10 Year Bear","2017-03-31T00:00:00","DTYS","Ipath 10 Year Bear"
"Davis Fundamental ETF Trust Davis Select U.S. Eq","2017-03-31T00:00:00","DUSA","Davis Fundamental ETF Trust Davis Select U.S. Eq"
"Dynavax Technologies","2017-03-31T00:00:00","DVAX","Dynavax Technologies"
"Diversicare Healthca","2017-03-31T00:00:00","DVCR","Diversicare Healthca"
"Elkhorn Commodity Rotation Strategy ETF","2017-03-31T00:00:00","DWAC","Elkhorn Commodity Rotation Strategy ETF"
"Dynamic OTC Powershares","2017-03-31T00:00:00","DWAQ","Dynamic OTC Powershares"
"Powershares DWA Smallcap Momentum Portfolio","2017-03-31T00:00:00","DWAS","Powershares DWA Smallcap Momentum Portfolio"
"Arrow DWA Tactic ETF","2017-03-31T00:00:00","DWAT","Arrow DWA Tactic ETF"
"Datawatch Cp","2017-03-31T00:00:00","DWCH","Datawatch Cp"
"SPDR DWA Fi Allo ETF","2017-03-31T00:00:00","DWFI","SPDR DWA Fi Allo ETF"
"PS DWA Tactical Multi-Asset Income","2017-03-31T00:00:00","DWIN","PS DWA Tactical Multi-Asset Income"
"Davis Fundamental ETF Trust Davis Select Worldwi","2017-03-31T00:00:00","DWLD","Davis Fundamental ETF Trust Davis Select Worldwi"
"Powershares DWA Momentum & Low Volatility Rotati","2017-03-30T00:00:00","DWLV","Powershares DWA Momentum & Low Volatility Rotati"
"Dawson Geophscl Cmn","2017-03-31T00:00:00","DWSN","Dawson Geophscl Cmn"
"PS DWA Tactical Sector Rotation","2017-03-31T00:00:00","DWTR","PS DWA Tactical Sector Rotation"
"Dexcom","2017-03-31T00:00:00","DXCM","Dexcom"
"Wisdomtree Gr Hdg Eq","2017-03-31T00:00:00","DXGE","Wisdomtree Gr Hdg Eq"
"Wisdomtree JP Hdg Fd","2017-03-31T00:00:00","DXJS","Wisdomtree JP Hdg Fd"
"Wisdomtree Kor Hdg E","2017-03-22T00:00:00","DXKW","Wisdomtree Kor Hdg E"
"Destination XL Grp","2017-03-31T00:00:00","DXLG","Destination XL Grp"
"Dxp Enterprise","2017-03-31T00:00:00","DXPE","Dxp Enterprise"
"Wisdomtree UK Hdg Fd","2017-03-31T00:00:00","DXPS","Wisdomtree UK Hdg Fd"
"Dextera Surgical Inc","2017-03-31T00:00:00","DXTR","Dextera Surgical Inc"
"The Dixie Group","2017-03-31T00:00:00","DXYN","The Dixie Group"
"Dynatronics Cp","2017-03-31T00:00:00","DYNT","Dynatronics Cp"
"Dynasil Cp America","2017-03-31T00:00:00","DYSL","Dynasil Cp America"
"Dasan Zhone Solutions Inc","2017-03-31T00:00:00","DZSI","Dasan Zhone Solutions Inc"
"Electronic Arts Inc","2017-03-31T00:00:00","EA","Electronic Arts Inc"
"Easterly Acq Cmn Stk","2017-03-31T00:00:00","EACQ","Easterly Acq Cmn Stk"
"Easterly Acq Units","2017-03-29T00:00:00","EACQU","Easterly Acq Units"
"Easterly Acq Warrant","2017-03-31T00:00:00","EACQW","Easterly Acq Warrant"
"Double Eagle A Ords","2017-03-31T00:00:00","EAGL","Double Eagle A Ords"
"Double Eagle Units","2017-03-31T00:00:00","EAGLU","Double Eagle Units"
"Double Eagle Warrant","2017-03-31T00:00:00","EAGLW","Double Eagle Warrant"
"Auris Medical Cmn","2017-03-31T00:00:00","EARS","Auris Medical Cmn"
"Ebay Inc","2017-03-31T00:00:00","EBAY","Ebay Inc"
"Ebay Inc 6.0% NTS","2017-03-31T00:00:00","EBAYL","Ebay Inc 6.0% NTS"
"Eleven Bio Inc","2017-03-31T00:00:00","EBIO","Eleven Bio Inc"
"Ebix Inc","2017-03-31T00:00:00","EBIX","Ebix Inc"
"Eagle Bancorp [Mt]","2017-03-31T00:00:00","EBMT","Eagle Bancorp [Mt]"
"Meridian Bncp Cmn","2017-03-31T00:00:00","EBSB","Meridian Bncp Cmn"
"Enterprise Bancorp I","2017-03-31T00:00:00","EBTC","Enterprise Bancorp I"
"Echo Global Logistic","2017-03-31T00:00:00","ECHO","Echo Global Logistic"
"US Ecology Inc","2017-03-31T00:00:00","ECOL","US Ecology Inc"
"Encore Capital Grp","2017-03-31T00:00:00","ECPG","Encore Capital Grp"
"Endocyte Inc","2017-03-31T00:00:00","ECYT","Endocyte Inc"
"Edap Tms Sa ADR","2017-03-31T00:00:00","EDAP","Edap Tms Sa ADR"
"Legg Mason EM Div Cr","2017-03-31T00:00:00","EDBI","Legg Mason EM Div Cr"
"Edge Therapeut Cm S","2017-03-31T00:00:00","EDGE","Edge Therapeut Cm S"
"Edgewater Tech Inc","2017-03-31T00:00:00","EDGW","Edgewater Tech Inc"
"Editas Medicine Cmn","2017-03-31T00:00:00","EDIT","Editas Medicine Cmn"
"Educational Dev Cp","2017-03-31T00:00:00","EDUC","Educational Dev Cp"
"Euronet Worldwide","2017-03-31T00:00:00","EEFT","Euronet Worldwide"
"Ecology Environment","2017-03-31T00:00:00","EEI","Ecology Environment"
"Ishares MSCI EM Asia","2017-03-31T00:00:00","EEMA","Ishares MSCI EM Asia"
"Global X MSCI Superdividend EAFE ETF","2017-03-31T00:00:00","EFAS","Global X MSCI Superdividend EAFE ETF"
"Elec Imaging Inc","2017-03-31T00:00:00","EFII","Elec Imaging Inc"
"Energy Focus Cmn","2017-03-31T00:00:00","EFOI","Energy Focus Cmn"
"Enterprises Finl Svc","2017-03-31T00:00:00","EFSC","Enterprises Finl Svc"
"Egain Corporation","2017-03-31T00:00:00","EGAN","Egain Corporation"
"Eagle Bancorp Inc","2017-03-31T00:00:00","EGBN","Eagle Bancorp Inc"
"8X8 Inc","2017-03-31T00:00:00","EGHT","8X8 Inc"
"Eagle Bulk Ship New","2017-03-31T00:00:00","EGLE","Eagle Bulk Ship New"
"Egalet Corporation","2017-03-31T00:00:00","EGLT","Egalet Corporation"
"Nic Inc","2017-03-31T00:00:00","EGOV","Nic Inc"
"Eagle Pharmaceutical","2017-03-31T00:00:00","EGRX","Eagle Pharmaceutical"
"Entertainment Gmg Cmn","2017-03-31T00:00:00","EGT","Entertainment Gmg Cmn"
"Ehealth Inc","2017-03-31T00:00:00","EHTH","Ehealth Inc"
"Endurance Int Grp","2017-03-31T00:00:00","EIGI","Endurance Int Grp"
"Eiger Biopharma","2017-03-31T00:00:00","EIGR","Eiger Biopharma"
"Ekso Bionics Holdings Inc","2017-03-31T00:00:00","EKSO","Ekso Bionics Holdings Inc"
"Electrum Special Or","2017-03-30T00:00:00","ELEC","Electrum Special Or"
"Electrum Special Uts","2017-03-30T00:00:00","ELECU","Electrum Special Uts"
"Electrum Special Wt","2017-03-31T00:00:00","ELECW","Electrum Special Wt"
"Endologix Inc","2017-03-31T00:00:00","ELGX","Endologix Inc"
"Echelon Corporation","2017-03-31T00:00:00","ELON","Echelon Corporation"
"Syneron Medical Ltd","2017-03-31T00:00:00","ELOS","Syneron Medical Ltd"
"Electro Sensors In","2017-03-31T00:00:00","ELSE","Electro Sensors In"
"E L T E K Ltd","2017-03-31T00:00:00","ELTK","E L T E K Ltd"
"Wisdomtree Emcb Fund","2017-03-31T00:00:00","EMCB","Wisdomtree Emcb Fund"
"Emclaire Finl Cor","2017-03-31T00:00:00","EMCF","Emclaire Finl Cor"
"Wisdomtree EM Cnr Gr","2017-03-31T00:00:00","EMCG","Wisdomtree EM Cnr Gr"
"E M C Insurance Gp","2017-03-31T00:00:00","EMCI","E M C Insurance Gp"
"Ishares SP Emg Mk In","2017-03-31T00:00:00","EMIF","Ishares SP Emg Mk In"
"Elbit Imaging Ord","2017-03-31T00:00:00","EMITF","Elbit Imaging Ord"
"Emcore Corp","2017-03-31T00:00:00","EMKR","Emcore Corp"
"Eastern Co Cmn Stk","2017-03-31T00:00:00","EML","Eastern Co Cmn Stk"
"Emmis Commun Cl A","2017-03-31T00:00:00","EMMS","Emmis Commun Cl A"
"Endo Int'l Plc","2017-03-31T00:00:00","ENDP","Endo Int'l Plc"
"Entegra Financ Cm ST","2017-03-31T00:00:00","ENFC","Entegra Financ Cm ST"
"Englobal Corp","2017-03-31T00:00:00","ENG","Englobal Corp"
"Enernoc Inc","2017-03-31T00:00:00","ENOC","Enernoc Inc"
"Enphase Energy Inc","2017-03-31T00:00:00","ENPH","Enphase Energy Inc"
"The Ensign Group In","2017-03-31T00:00:00","ENSG","The Ensign Group In"
"Global Eagle Entrtn","2017-03-31T00:00:00","ENT","Global Eagle Entrtn"
"Enanta Pharmaceutica","2017-03-31T00:00:00","ENTA","Enanta Pharmaceutica"
"Entegris Inc","2017-03-31T00:00:00","ENTG","Entegris Inc"
"Entellus Medical Cmn","2017-03-31T00:00:00","ENTL","Entellus Medical Cmn"
"Ishares MSCI New Zea","2017-03-31T00:00:00","ENZL","Ishares MSCI New Zea"
"Enzymotec Ltd","2017-03-31T00:00:00","ENZY","Enzymotec Ltd"
"Bottomline Tech In","2017-03-31T00:00:00","EPAY","Bottomline Tech In"
"Essa Pharma Cmn","2017-03-31T00:00:00","EPIX","Essa Pharma Cmn"
"Epizyme Inc Cmn Stk","2017-03-31T00:00:00","EPZM","Epizyme Inc Cmn Stk"
"Equity Bncsrs Cm A","2017-03-31T00:00:00","EQBK","Equity Bncsrs Cm A"
"Equitable Fincl Cmn","2017-03-30T00:00:00","EQFN","Equitable Fincl Cmn"
"Equinix Inc","2017-03-31T00:00:00","EQIX","Equinix Inc"
"Eldorado Resorts Cmn","2017-03-31T00:00:00","ERI","Eldorado Resorts Cmn"
"Ericsson ADR","2017-03-31T00:00:00","ERIC","Ericsson ADR"
"Erie Indemnity Co","2017-03-31T00:00:00","ERIE","Erie Indemnity Co"
"Energy Recovery Inc","2017-03-31T00:00:00","ERII","Energy Recovery Inc"
"Empire Res Inc","2017-03-31T00:00:00","ERS","Empire Res Inc"
"Elmira Sav Bk","2017-03-31T00:00:00","ESBK","Elmira Sav Bk"
"Escalade Inc","2017-03-31T00:00:00","ESCA","Escalade Inc"
"Euroseas Ltd","2017-03-31T00:00:00","ESEA","Euroseas Ltd"
"Eco-Stim Energy Cmn","2017-03-31T00:00:00","ESES","Eco-Stim Energy Cmn"
"Flexshares Stoxx US ESG Impact Index","2017-03-29T00:00:00","ESG","Flexshares Stoxx US ESG Impact Index"
"Ishares MSCI EAFE ESG Select Et","2017-03-31T00:00:00","ESGD","Ishares MSCI EAFE ESG Select Et"
"Ishares MSCI EM ESG Select ETF","2017-03-31T00:00:00","ESGE","Ishares MSCI EM ESG Select ETF"
"Flexshares Stoxx Global ESG Impact Index","2017-03-31T00:00:00","ESGG","Flexshares Stoxx Global ESG Impact Index"
"Enstar Group Limited","2017-03-31T00:00:00","ESGR","Enstar Group Limited"
"Ishares MSCI USA ESG Optimized ETF","2017-03-30T00:00:00","ESGU","Ishares MSCI USA ESG Optimized ETF"
"Electro Sci Inds","2017-03-31T00:00:00","ESIO","Electro Sci Inds"
"Elbit Systems Ltd","2017-03-31T00:00:00","ESLT","Elbit Systems Ltd"
"Essendant Inc","2017-03-31T00:00:00","ESND","Essendant Inc"
"Esperion Theraptc Cmn","2017-03-31T00:00:00","ESPR","Esperion Theraptc Cmn"
"Express Scripts","2017-03-31T00:00:00","ESRX","Express Scripts"
"Essa Bancorp Inc","2017-03-31T00:00:00","ESSA","Essa Bancorp Inc"
"Community Bankers Cmn","2017-03-31T00:00:00","ESXB","Community Bankers Cmn"
"E*Trade Finl Corp","2017-03-31T00:00:00","ETFC","E*Trade Finl Corp"
"Enteromedics Inc","2017-03-31T00:00:00","ETRM","Enteromedics Inc"
"Etsy Inc","2017-03-31T00:00:00","ETSY","Etsy Inc"
"Ishares MSCI EUR Fin","2017-03-31T00:00:00","EUFN","Ishares MSCI EUR Fin"
"Lombard Medical Ord","2017-03-31T00:00:00","EVAR","Lombard Medical Ord"
"Everbridge Inc","2017-03-31T00:00:00","EVBG","Everbridge Inc"
"Eastern Va Bkshs","2017-03-31T00:00:00","EVBS","Eastern Va Bkshs"
"Ev Energy Partners","2017-03-31T00:00:00","EVEP","Ev Energy Partners"
"Eaton Vnce Gbl Inc","2017-03-31T00:00:00","EVGBC","Eaton Vnce Gbl Inc"
"Evogene Ltd Ord","2017-03-31T00:00:00","EVGN","Evogene Ltd Ord"
"Ever Glory Intl Grp","2017-03-31T00:00:00","EVK","Ever Glory Intl Grp"
"Eaton Vnce Tabs 5-15","2017-03-31T00:00:00","EVLMC","Eaton Vnce Tabs 5-15"
"Evine Live Cl A","2017-03-31T00:00:00","EVLV","Evine Live Cl A"
"Evoke Pharma Cmn","2017-03-31T00:00:00","EVOK","Evoke Pharma Cmn"
"Evolving Systems Inc","2017-03-31T00:00:00","EVOL","Evolving Systems Inc"
"Eton Vnce Stck Nxtsh","2017-03-31T00:00:00","EVSTC","Eton Vnce Stck Nxtsh"
"East West Bancorp","2017-03-31T00:00:00","EWBC","East West Bancorp"
"Ishares MSCI Brazil","2017-03-31T00:00:00","EWZS","Ishares MSCI Brazil"
"Exa Corporation","2017-03-31T00:00:00","EXA","Exa Corporation"
"Exactech Inc","2017-03-31T00:00:00","EXAC","Exactech Inc"
"Exact Sciences Cor","2017-03-31T00:00:00","EXAS","Exact Sciences Cor"
"Exelixis Inc","2017-03-31T00:00:00","EXEL","Exelixis Inc"
"Exfo Inc","2017-03-31T00:00:00","EXFO","Exfo Inc"
"Exlservice Holdings","2017-03-31T00:00:00","EXLS","Exlservice Holdings"
"Expeditors Intl","2017-03-31T00:00:00","EXPD","Expeditors Intl"
"Expedia Inc","2017-03-31T00:00:00","EXPE","Expedia Inc"
"Exponent Inc","2017-03-31T00:00:00","EXPO","Exponent Inc"
"Extreme Networks","2017-03-31T00:00:00","EXTR","Extreme Networks"
"Energy Xxi Gulf Coast Inc","2017-03-31T00:00:00","EXXI","Energy Xxi Gulf Coast Inc"
"Eyegate Pharma Cmn","2017-03-31T00:00:00","EYEG","Eyegate Pharma Cmn"
"Eyegate Pharm Wts","2017-03-31T00:00:00","EYEGW","Eyegate Pharm Wts"
"Second Sight Cmn","2017-03-31T00:00:00","EYES","Second Sight Cmn"
"Ezcorp Inc","2017-03-31T00:00:00","EZPW","Ezcorp Inc"
"FT Alt Ab Ret ST ETF","2017-03-31T00:00:00","FAAR","FT Alt Ab Ret ST ETF"
"First TR ML CA Alpha","2017-03-31T00:00:00","FAB","First TR ML CA Alpha"
"First TR ML Cp Gr Al","2017-03-31T00:00:00","FAD","First TR ML Cp Gr Al"
"Falconstor Sftwr","2017-03-31T00:00:00","FALC","Falconstor Sftwr"
"Ishares Fallen Angels USD Bond","2017-03-31T00:00:00","FALN","Ishares Fallen Angels USD Bond"
"Diamondback Energy","2017-03-31T00:00:00","FANG","Diamondback Energy"
"Fanhua Inc","2017-03-31T00:00:00","FANH","Fanhua Inc"
"Farmer Brothers","2017-03-31T00:00:00","FARM","Farmer Brothers"
"Faro Tech Inc","2017-03-31T00:00:00","FARO","Faro Tech Inc"
"Fastenal Co","2017-03-31T00:00:00","FAST","Fastenal Co"
"Fate Therapeutics Cmn","2017-03-31T00:00:00","FATE","Fate Therapeutics Cmn"
"Facebook Inc","2017-03-31T00:00:00","FB","Facebook Inc"
"Fortress Biotech Inc","2017-03-31T00:00:00","FBIO","Fortress Biotech Inc"
"First Business Finan","2017-03-31T00:00:00","FBIZ","First Business Finan"
"First Bancshs [Ms]","2017-03-31T00:00:00","FBMS","First Bancshs [Ms]"
"First Bancorp [Nc]","2017-03-31T00:00:00","FBNC","First Bancorp [Nc]"
"First Connecticut BA","2017-03-31T00:00:00","FBNK","First Connecticut BA"
"Fbr & Co.","2017-03-31T00:00:00","FBRC","Fbr & Co."
"Fauquier Bankshares","2017-03-31T00:00:00","FBSS","Fauquier Bankshares"
"FT Brazil Alphadex","2017-03-31T00:00:00","FBZ","FT Brazil Alphadex"
"FT China Alphadex","2017-03-31T00:00:00","FCA","FT China Alphadex"
"FT Canada Alphadex","2017-03-31T00:00:00","FCAN","FT Canada Alphadex"
"First Capital Inc","2017-03-31T00:00:00","FCAP","First Capital Inc"
"First Community Bksh","2017-03-31T00:00:00","FCBC","First Community Bksh"
"First Community Corp","2017-03-31T00:00:00","FCCO","First Community Corp"
"1St Constitution Bcp","2017-03-31T00:00:00","FCCY","1St Constitution Bcp"
"First Trust CEF Income Opportunity ETF","2017-03-31T00:00:00","FCEF","First Trust CEF Income Opportunity ETF"
