"Landcadia Holding Un","2017-03-31T00:00:00","LCAHU","Landcadia Holding Un"
"Landcadia Holdings Inc. Warrant","2017-03-30T00:00:00","LCAHW","Landcadia Holdings Inc. Warrant"
"Lcnb Corporation","2017-03-31T00:00:00","LCNB","Lcnb Corporation"
"Lifetime Brands Inc","2017-03-31T00:00:00","LCUT","Lifetime Brands Inc"
"PS Ladderrite 0-5 Year Corporate Bond","2017-03-31T00:00:00","LDRI","PS Ladderrite 0-5 Year Corporate Bond"
"Lands' End Inc Cmn","2017-03-31T00:00:00","LE","Lands' End Inc Cmn"
"Lincoln Elec Hldg","2017-03-31T00:00:00","LECO","Lincoln Elec Hldg"
"Semileds Corporation","2017-03-31T00:00:00","LEDS","Semileds Corporation"
"Presbia Plc Ord Shs","2017-03-31T00:00:00","LENS","Presbia Plc Ord Shs"
"Liberty Expedia Holdings Inc","2017-03-31T00:00:00","LEXEA","Liberty Expedia Holdings Inc"
"Littelfuse Inc","2017-03-31T00:00:00","LFUS","Littelfuse Inc"
"Lifevantage Cp Cmn","2017-03-31T00:00:00","LFVN","Lifevantage Cp Cmn"
"Legacy Reserves LP","2017-03-31T00:00:00","LGCY","Legacy Reserves LP"
"Legacy Resrvs Sr B","2017-03-31T00:00:00","LGCYO","Legacy Resrvs Sr B"
"Legacy Resrvs Sr A","2017-03-31T00:00:00","LGCYP","Legacy Resrvs Sr A"
"LGI Homes Inc","2017-03-31T00:00:00","LGIH","LGI Homes Inc"
"Ligand Pharm Cmn","2017-03-31T00:00:00","LGND","Ligand Pharm Cmn"
"LHC Group Inc","2017-03-31T00:00:00","LHCG","LHC Group Inc"
"Atyr Pharma Inc Cmn","2017-03-31T00:00:00","LIFE","Atyr Pharma Inc Cmn"
"Liberty Lilac Cl A","2017-03-31T00:00:00","LILA","Liberty Lilac Cl A"
"Liberty Lilac Cl C","2017-03-31T00:00:00","LILAK","Liberty Lilac Cl C"
"Lincoln Educational","2017-03-31T00:00:00","LINC","Lincoln Educational"
"Lindblad Expd Hld Cmn","2017-03-31T00:00:00","LIND","Lindblad Expd Hld Cmn"
"Lindblad Expd Wt","2017-03-31T00:00:00","LINDW","Lindblad Expd Wt"
"Interlink Elctrnc Cmn","2017-03-30T00:00:00","LINK","Interlink Elctrnc Cmn"
"Fidelity Southern Cp","2017-03-31T00:00:00","LION","Fidelity Southern Cp"
"Lumentum Hld Cmn","2017-03-31T00:00:00","LITE","Lumentum Hld Cmn"
"Live Ventures Cmn","2017-03-31T00:00:00","LIVE","Live Ventures Cmn"
"Livanova Plc Or Sh","2017-03-31T00:00:00","LIVN","Livanova Plc Or Sh"
"La Jolla Pharma","2017-03-31T00:00:00","LJPC","La Jolla Pharma"
"Lakeland Finl Corp","2017-03-31T00:00:00","LKFN","Lakeland Finl Corp"
"Flxshrs Crsc Lg Corp","2017-03-31T00:00:00","LKOR","Flxshrs Crsc Lg Corp"
"LKQ Corp","2017-03-31T00:00:00","LKQ","LKQ Corp"
"Lilis Energy Inc","2017-03-31T00:00:00","LLEX","Lilis Energy Inc"
"Lianluo Smart Ltd","2017-03-30T00:00:00","LLIT","Lianluo Smart Ltd"
"Limelight Networks","2017-03-31T00:00:00","LLNW","Limelight Networks"
"Linear Technology","2017-03-10T00:00:00","LLTC","Linear Technology"
"Lemaitre Vascular","2017-03-31T00:00:00","LMAT","Lemaitre Vascular"
"Limbach Holdings Inc","2017-03-31T00:00:00","LMB","Limbach Holdings Inc"
"First TR Low Opp ETF","2017-03-31T00:00:00","LMBS","First TR Low Opp ETF"
"Lm Funding Cmn","2017-03-31T00:00:00","LMFA","Lm Funding Cmn"
"Lm Funding Wt","2017-03-30T00:00:00","LMFAW","Lm Funding Wt"
"LMI Aerospace Inc","2017-03-31T00:00:00","LMIA","LMI Aerospace Inc"
"Limoneira Co","2017-03-31T00:00:00","LMNR","Limoneira Co"
"Luminex Corporation","2017-03-31T00:00:00","LMNX","Luminex Corporation"
"Lumos Networks Corp","2017-03-31T00:00:00","LMOS","Lumos Networks Corp"
"Landmark Cmn Units","2017-03-31T00:00:00","LMRK","Landmark Cmn Units"
"Landmark Infrastructure Partners LP","2017-03-31T00:00:00","LMRKO","Landmark Infrastructure Partners LP"
"Landmark Inf Prf","2017-03-31T00:00:00","LMRKP","Landmark Inf Prf"
"Snyders-Lance Inc","2017-03-31T00:00:00","LNCE","Snyders-Lance Inc"
"Landec Cp","2017-03-31T00:00:00","LNDC","Landec Cp"
"Glbl X Lngvty Th Ett","2017-03-30T00:00:00","LNGR","Glbl X Lngvty Th Ett"
"Lantheus Holdings Cmn","2017-03-31T00:00:00","LNTH","Lantheus Holdings Cmn"
"Manhattan Bridge","2017-03-31T00:00:00","LOAN","Manhattan Bridge"
"Live Oak Bancsh Cmn","2017-03-31T00:00:00","LOB","Live Oak Bancsh Cmn"
"El Pollo Loco Cmn","2017-03-31T00:00:00","LOCO","El Pollo Loco Cmn"
"Logitech Int Sa","2017-03-31T00:00:00","LOGI","Logitech Int Sa"
"Logmein Inc","2017-03-31T00:00:00","LOGM","Logmein Inc"
"Lonestar Resources US Inc","2017-03-31T00:00:00","LONE","Lonestar Resources US Inc"
"Grand Canyon Educati","2017-03-31T00:00:00","LOPE","Grand Canyon Educati"
"Loral Space Comm","2017-03-31T00:00:00","LORL","Loral Space Comm"
"Loxo Oncology CS","2017-03-31T00:00:00","LOXO","Loxo Oncology CS"
"Lipocine Inc Cmn","2017-03-31T00:00:00","LPCN","Lipocine Inc Cmn"
"Lpl Financial Hld Cmn","2017-03-31T00:00:00","LPLA","Lpl Financial Hld Cmn"
"Lifepoint Health Cmn","2017-03-31T00:00:00","LPNT","Lifepoint Health Cmn"
"Liveperson Inc","2017-03-31T00:00:00","LPSN","Liveperson Inc"
"Lightpath Tech Inc","2017-03-31T00:00:00","LPTH","Lightpath Tech Inc"
"Leap Therapeutics Inc","2017-03-31T00:00:00","LPTX","Leap Therapeutics Inc"
"Liquidity Services","2017-03-31T00:00:00","LQDT","Liquidity Services"
"Lrad Corporation","2017-03-31T00:00:00","LRAD","Lrad Corporation"
"Lam Research Corp","2017-03-31T00:00:00","LRCX","Lam Research Corp"
"Lake Shore Bancorp","2017-03-30T00:00:00","LSBK","Lake Shore Bancorp"
"Lattice Semicond","2017-03-31T00:00:00","LSCC","Lattice Semicond"
"Landstar System","2017-03-31T00:00:00","LSTR","Landstar System"
"Liberty Srs XM CS A","2017-03-31T00:00:00","LSXMA","Liberty Srs XM CS A"
"Liberty Srs XM CS B","2017-03-21T00:00:00","LSXMB","Liberty Srs XM CS B"
"Liberty Srs XM CS C","2017-03-31T00:00:00","LSXMK","Liberty Srs XM CS C"
"Lightbridge Corp","2017-03-31T00:00:00","LTBR","Lightbridge Corp"
"Long Island Iced Tea Corp","2017-03-31T00:00:00","LTEA","Long Island Iced Tea Corp"
"Liberty Tripadv A Cmn","2017-03-31T00:00:00","LTRPA","Liberty Tripadv A Cmn"
"Liberty Tripadv B Cmn","2017-03-28T00:00:00","LTRPB","Liberty Tripadv B Cmn"
"Lantronix Inc","2017-03-31T00:00:00","LTRX","Lantronix Inc"
"Legacytexas Fnl Cmn","2017-03-31T00:00:00","LTXB","Legacytexas Fnl Cmn"
"Lululemon Athletica","2017-03-31T00:00:00","LULU","Lululemon Athletica"
"Luna Innovations Inc","2017-03-31T00:00:00","LUNA","Luna Innovations Inc"
"Legg Mason Lv HD ETF","2017-03-31T00:00:00","LVHD","Legg Mason Lv HD ETF"
"Liberty Vntrs Srs A","2017-03-31T00:00:00","LVNTA","Liberty Vntrs Srs A"
"Lifeway Foods Inc","2017-03-31T00:00:00","LWAY","Lifeway Foods Inc"
"Lexicon Pharmaceutcl","2017-03-31T00:00:00","LXRX","Lexicon Pharmaceutcl"
"L S I Industries I","2017-03-31T00:00:00","LYTS","L S I Industries I"
"Merrimack Pharmaceut","2017-03-31T00:00:00","MACK","Merrimack Pharmaceut"
"M I Acquisitions Inc","2017-03-29T00:00:00","MACQ","M I Acquisitions Inc"
"M I Acquisitions Inc. Un","2017-03-29T00:00:00","MACQU","M I Acquisitions Inc. Un"
"M I Acquisitions Inc. Warrant","2017-03-22T00:00:00","MACQW","M I Acquisitions Inc. Warrant"
"Magal Security Syst","2017-03-31T00:00:00","MAGS","Magal Security Syst"
"Mam Software Gp Cmn","2017-03-31T00:00:00","MAMS","Mam Software Gp Cmn"
"Manhattan Assoc","2017-03-31T00:00:00","MANH","Manhattan Assoc"
"Mantech Intl Cp A","2017-03-31T00:00:00","MANT","Mantech Intl Cp A"
"Marriot Int Class A","2017-03-31T00:00:00","MAR","Marriot Int Class A"
"Marathon Patent Grou","2017-03-31T00:00:00","MARA","Marathon Patent Grou"
"Remark Media Cmn","2017-03-31T00:00:00","MARK","Remark Media Cmn"
"Marine Petroleum U","2017-03-31T00:00:00","MARPS","Marine Petroleum U"
"Masimo Corporation","2017-03-31T00:00:00","MASI","Masimo Corporation"
"Mattel Inc","2017-03-31T00:00:00","MAT","Mattel Inc"
"Mattersight Corp","2017-03-31T00:00:00","MATR","Mattersight Corp"
"Matthews Intl Corp","2017-03-31T00:00:00","MATW","Matthews Intl Corp"
"Advisrshs Mkt Adptve","2017-03-31T00:00:00","MAUI","Advisrshs Mkt Adptve"
"J W Mays Inc","2017-03-30T00:00:00","MAYS","J W Mays Inc"
"Mindbody Cls A Cmn","2017-03-31T00:00:00","MB","Mindbody Cls A Cmn"
"Middlefield Banc Cmn","2017-03-31T00:00:00","MBCN","Middlefield Banc Cmn"
"MB Financial Inc","2017-03-31T00:00:00","MBFI","MB Financial Inc"
"MB Financial Pd Sr A","2017-03-31T00:00:00","MBFIP","MB Financial Pd Sr A"
"Marrone Bio Innov","2017-03-31T00:00:00","MBII","Marrone Bio Innov"
"Microbot Medical Inc","2017-03-31T00:00:00","MBOT","Microbot Medical Inc"
"Middleburg Finl Corp","2017-03-31T00:00:00","MBRG","Middleburg Finl Corp"
"Moleculin Biotech CS","2017-03-31T00:00:00","MBRX","Moleculin Biotech CS"
"Flexshares Dspln MBS","2017-03-31T00:00:00","MBSD","Flexshares Dspln MBS"
"Mbt Financial Corp","2017-03-31T00:00:00","MBTF","Mbt Financial Corp"
"Malibu Boats Cmn A","2017-03-31T00:00:00","MBUU","Malibu Boats Cmn A"
"Merchants Bancshares","2017-03-31T00:00:00","MBVT","Merchants Bancshares"
"Mabvax Therapeutics Holdings Inc","2017-03-31T00:00:00","MBVX","Mabvax Therapeutics Holdings Inc"
"Mercantile Bank Corp","2017-03-31T00:00:00","MBWM","Mercantile Bank Corp"
"Macatawa Bank Corp","2017-03-31T00:00:00","MCBC","Macatawa Bank Corp"
"First Trust Municipal CEF Income Opportunity ETF","2017-03-31T00:00:00","MCEF","First Trust Municipal CEF Income Opportunity ETF"
"Mid-Con Energy Partn","2017-03-31T00:00:00","MCEP","Mid-Con Energy Partn"
"Mcbc Holdings Cmn","2017-03-31T00:00:00","MCFT","Mcbc Holdings Cmn"
"Ishares MSCI China ETF","2017-03-31T00:00:00","MCHI","Ishares MSCI China ETF"
"Microchip Technology","2017-03-31T00:00:00","MCHP","Microchip Technology"
"Marchex Inc","2017-03-31T00:00:00","MCHX","Marchex Inc"
"Seres Theraptc Cmn","2017-03-31T00:00:00","MCRB","Seres Theraptc Cmn"
"Monarch Casino","2017-03-31T00:00:00","MCRI","Monarch Casino"
"Mdc Partners Cl A","2017-03-31T00:00:00","MDCA","Mdc Partners Cl A"
"Medicines Co","2017-03-31T00:00:00","MDCO","Medicines Co"
"Madrigal Pharmaceuticals Inc","2017-03-31T00:00:00","MDGL","Madrigal Pharmaceuticals Inc"
"Medigus Ltd Ads","2017-03-31T00:00:00","MDGS","Medigus Ltd Ads"
"First Trust Vi Mlti","2017-03-31T00:00:00","MDIV","First Trust Vi Mlti"
"Mondelez Intl Cmn A","2017-03-31T00:00:00","MDLZ","Mondelez Intl Cmn A"
"Allscripts Hlthcare","2017-03-31T00:00:00","MDRX","Allscripts Hlthcare"
"Medidata Solutions","2017-03-31T00:00:00","MDSO","Medidata Solutions"
"Modsys Int'l Ltd","2017-03-31T00:00:00","MDSY","Modsys Int'l Ltd"
"Medovex Corp. Cmn","2017-03-31T00:00:00","MDVX","Medovex Corp. Cmn"
"Medovex Cp Cl A Wt","2017-03-31T00:00:00","MDVXW","Medovex Cp Cl A Wt"
"Mediwound Ltd Ord Sh","2017-03-31T00:00:00","MDWD","Mediwound Ltd Ord Sh"
"Mimedx Group Inc","2017-03-31T00:00:00","MDXG","Mimedx Group Inc"
"Medpace Holdings Inc.","2017-03-31T00:00:00","MEDP","Medpace Holdings Inc."
"Meetme Inc","2017-03-31T00:00:00","MEET","Meetme Inc"
"Mei Pharma Inc Cmn","2017-03-31T00:00:00","MEIP","Mei Pharma Inc Cmn"
"Mercadolibre Inc","2017-03-31T00:00:00","MELI","Mercadolibre Inc"
"Melrose Bancorp Cmn","2017-03-31T00:00:00","MELR","Melrose Bancorp Cmn"
"Memorial Production","2017-03-31T00:00:00","MEMP","Memorial Production"
"Mentor Graphics","2017-03-30T00:00:00","MENT","Mentor Graphics"
"Methanex Cp","2017-03-31T00:00:00","MEOH","Methanex Cp"
"Mercer Intl Inc","2017-03-31T00:00:00","MERC","Mercer Intl Inc"
"Mesoblast Ltd Ads","2017-03-31T00:00:00","MESO","Mesoblast Ltd Ads"
"Ramaco Resources Inc","2017-03-31T00:00:00","METC","Ramaco Resources Inc"
"Medallion Fin Cp","2017-03-31T00:00:00","MFIN","Medallion Fin Cp"
"Medallion Fin Notes","2017-03-31T00:00:00","MFINL","Medallion Fin Notes"
"Mackinac Financial","2017-03-31T00:00:00","MFNC","Mackinac Financial"
"M F R I Inc","2017-03-20T00:00:00","MFRI","M F R I Inc"
"Mutualfirst Finl Inc","2017-03-31T00:00:00","MFSF","Mutualfirst Finl Inc"
"Mgc Diagnostics Corp","2017-03-31T00:00:00","MGCD","Mgc Diagnostics Corp"
"Mge Energy Inc","2017-03-31T00:00:00","MGEE","Mge Energy Inc"
"Miragen Therapeutics Inc","2017-03-31T00:00:00","MGEN","Miragen Therapeutics Inc"
"Moneygram Intl Cmn","2017-03-31T00:00:00","MGI","Moneygram Intl Cmn"
"Magic Software Entpr","2017-03-31T00:00:00","MGIC","Magic Software Entpr"
"Magellan Health Cmn","2017-03-31T00:00:00","MGLN","Magellan Health Cmn"
"Macrogenics Cmn","2017-03-31T00:00:00","MGNX","Macrogenics Cmn"
"MGP Ingredients Inc","2017-03-31T00:00:00","MGPI","MGP Ingredients Inc"
"Mcgrath Rentcorp","2017-03-31T00:00:00","MGRC","Mcgrath Rentcorp"
"Magyar Bancorp Inc","2017-03-31T00:00:00","MGYR","Magyar Bancorp Inc"
"Maiden Holdings Ltd","2017-03-31T00:00:00","MHLD","Maiden Holdings Ltd"
"Micronet Enertec Tec","2017-03-31T00:00:00","MICT","Micronet Enertec Tec"
"Micronet Enertec Wrt","2017-03-31T00:00:00","MICTW","Micronet Enertec Wrt"
"Middleby Corp","2017-03-31T00:00:00","MIDD","Middleby Corp"
"M III Acquisition Corp","2017-03-30T00:00:00","MIII","M III Acquisition Corp"
"M III Acquisition","2017-03-30T00:00:00","MIIIU","M III Acquisition"
"M III Acquisition Corp. Wt","2017-03-31T00:00:00","MIIIW","M III Acquisition Corp. Wt"
"The Michaels Comp Cmn","2017-03-31T00:00:00","MIK","The Michaels Comp Cmn"
"Glbl X Mlnls Thm ETF","2017-03-31T00:00:00","MILN","Glbl X Mlnls Thm ETF"
"Mimecast Limited Ord","2017-03-31T00:00:00","MIME","Mimecast Limited Ord"
"Mitcham Inds Inc","2017-03-31T00:00:00","MIND","Mitcham Inds Inc"
"Mitcham Industries Inc","2017-03-31T00:00:00","MINDP","Mitcham Industries Inc"
"Mobile Mini Inc","2017-03-31T00:00:00","MINI","Mobile Mini Inc"
"Mirna Therap Cmn Stk","2017-03-31T00:00:00","MIRN","Mirna Therap Cmn Stk"
"Mitek Systems Inc","2017-03-31T00:00:00","MITK","Mitek Systems Inc"
"Mitel Networks Corp","2017-03-31T00:00:00","MITL","Mitel Networks Corp"
"Mks Instruments Inc","2017-03-31T00:00:00","MKSI","Mks Instruments Inc"
"Marketaxess Holdings","2017-03-31T00:00:00","MKTX","Marketaxess Holdings"
"Mesa Labs Inc","2017-03-31T00:00:00","MLAB","Mesa Labs Inc"
"Miller Herman Inc","2017-03-31T00:00:00","MLHR","Miller Herman Inc"
"Moduslink Global Cmn","2017-03-31T00:00:00","MLNK","Moduslink Global Cmn"
"Mellanox Technologie","2017-03-31T00:00:00","MLNX","Mellanox Technologie"
"Malvern Bncp Cmn Stk","2017-03-31T00:00:00","MLVF","Malvern Bncp Cmn Stk"
"Mma Capital Mngt Cmn","2017-03-31T00:00:00","MMAC","Mma Capital Mngt Cmn"
"Martin Midstrm LP","2017-03-31T00:00:00","MMLP","Martin Midstrm LP"
"Merit Medical Sys","2017-03-31T00:00:00","MMSI","Merit Medical Sys"
"Makemytrip Limited","2017-03-31T00:00:00","MMYT","Makemytrip Limited"
"Mind C.T.I. Ltd","2017-03-31T00:00:00","MNDO","Mind C.T.I. Ltd"
"Magnegas Corporation","2017-03-31T00:00:00","MNGA","Magnegas Corporation"
"Mannkind Corporation","2017-03-31T00:00:00","MNKD","Mannkind Corporation"
"Medicinova Inc","2017-03-31T00:00:00","MNOV","Medicinova Inc"
"Monro Muffler Brak","2017-03-31T00:00:00","MNRO","Monro Muffler Brak"
"Monster Beverage Cp","2017-03-31T00:00:00","MNST","Monster Beverage Cp"
"Momenta Pharma","2017-03-31T00:00:00","MNTA","Momenta Pharma"
"Manitex Intl Inc","2017-03-31T00:00:00","MNTX","Manitex Intl Inc"
"Mobileiron Inc Cmn","2017-03-31T00:00:00","MOBL","Mobileiron Inc Cmn"
"Mocon Inc","2017-03-31T00:00:00","MOCO","Mocon Inc"
"Midwestone Fnl Gp","2017-03-31T00:00:00","MOFG","Midwestone Fnl Gp"
"Gabelli Media Mogul Nextshares","2017-03-31T00:00:00","MOGLC","Gabelli Media Mogul Nextshares"
"Momo Inc Ads","2017-03-31T00:00:00","MOMO","Momo Inc Ads"
"Morningstar Inc","2017-03-31T00:00:00","MORN","Morningstar Inc"
"Mosys Inc","2017-03-31T00:00:00","MOSY","Mosys Inc"
"Moxian Inc","2017-03-31T00:00:00","MOXC","Moxian Inc"
"Motorcar Parts Amer","2017-03-31T00:00:00","MPAA","Motorcar Parts Amer"
"Matlin & Partners Acquisition Corporation Units","2017-03-31T00:00:00","MPACU","Matlin & Partners Acquisition Corporation Units"
"Mid Penn Bancorp Inc","2017-03-30T00:00:00","MPB","Mid Penn Bancorp Inc"
"Ishrs Su MSCI Glb Im","2017-03-29T00:00:00","MPCT","Ishrs Su MSCI Glb Im"
"Melco Crown Entm Ads","2017-03-31T00:00:00","MPEL","Melco Crown Entm Ads"
"Mountain Prv Dmds","2017-03-31T00:00:00","MPVD","Mountain Prv Dmds"
"Monolithic Power Sys","2017-03-31T00:00:00","MPWR","Monolithic Power Sys"
"Everspin Technologies Inc","2017-03-31T00:00:00","MRAM","Everspin Technologies Inc"
"Monroe Capital Corpo","2017-03-31T00:00:00","MRCC","Monroe Capital Corpo"
"Mercury Sys Inc","2017-03-31T00:00:00","MRCY","Mercury Sys Inc"
"Meridian Waste Solutions Inc","2017-03-31T00:00:00","MRDN","Meridian Waste Solutions Inc"
"Meridian Waste Solutions Inc Warrants","2017-03-31T00:00:00","MRDNW","Meridian Waste Solutions Inc Warrants"
"Marlin Business Serv","2017-03-31T00:00:00","MRLN","Marlin Business Serv"
"Marinus Pharma CS","2017-03-31T00:00:00","MRNS","Marinus Pharma CS"
"Marten Transport L","2017-03-31T00:00:00","MRTN","Marten Transport L"
"Mirati Therapeutics","2017-03-31T00:00:00","MRTX","Mirati Therapeutics"
"Merus N.V. CS","2017-03-31T00:00:00","MRUS","Merus N.V. CS"
"Mrv Communictns Cmn","2017-03-31T00:00:00","MRVC","Mrv Communictns Cmn"
"Marvell Tech Group","2017-03-31T00:00:00","MRVL","Marvell Tech Group"
"MSB Financial Cmn","2017-03-31T00:00:00","MSBF","MSB Financial Cmn"
"Midland Sts BNC Cmn","2017-03-31T00:00:00","MSBI","Midland Sts BNC Cmn"
"Microsemi Corp","2017-03-31T00:00:00","MSCC","Microsemi Corp"
"Monster Digital Inc","2017-03-31T00:00:00","MSDI","Monster Digital Inc"
"Monster Digital [Warrants]","2017-03-30T00:00:00","MSDIW","Monster Digital [Warrants]"
"Middlesex Water Co","2017-03-31T00:00:00","MSEX","Middlesex Water Co"
"Mainsource Finl Grp","2017-03-31T00:00:00","MSFG","Mainsource Finl Grp"
"Microsoft Corp","2017-03-31T00:00:00","MSFT","Microsoft Corp"
"Merus Labs Intl Inc","2017-03-31T00:00:00","MSLI","Merus Labs Intl Inc"
"Misonix Inc","2017-03-31T00:00:00","MSON","Misonix Inc"
"Microstrategy Cl A","2017-03-31T00:00:00","MSTR","Microstrategy Cl A"
"Medical Transc Bl Cmn","2017-03-31T00:00:00","MTBC","Medical Transc Bl Cmn"
"Mtbc 11% Sr A Prf ST","2017-03-31T00:00:00","MTBCP","Mtbc 11% Sr A Prf ST"
"Match Group Inc CS","2017-03-31T00:00:00","MTCH","Match Group Inc CS"
"Mannatech Inc","2017-03-31T00:00:00","MTEX","Mannatech Inc"
"Motif Bio Plc","2017-03-31T00:00:00","MTFB","Motif Bio Plc"
"Motif Bio Plc Warrants To Purchase Adrs","2017-03-30T00:00:00","MTFBW","Motif Bio Plc Warrants To Purchase Adrs"
"American Cap Mtg Inv","2017-03-31T00:00:00","MTGE","American Cap Mtg Inv"
"Amrcn Cap Mt Sr A PS","2017-03-31T00:00:00","MTGEP","Amrcn Cap Mt Sr A PS"
"Materialise Nv Ads","2017-03-31T00:00:00","MTLS","Materialise Nv Ads"
"Midatech Pharma Ads","2017-03-31T00:00:00","MTP","Midatech Pharma Ads"
"Matrix Service Co","2017-03-31T00:00:00","MTRX","Matrix Service Co"
"M T S Systems Cp","2017-03-31T00:00:00","MTSC","M T S Systems Cp"
"Macom Technology S","2017-03-31T00:00:00","MTSI","Macom Technology S"
"M E R Tlmgt Sol","2017-03-31T00:00:00","MTSL","M E R Tlmgt Sol"
"Micron Technology","2017-03-31T00:00:00","MU","Micron Technology"
"Microvision","2017-03-31T00:00:00","MVIS","Microvision"
"Maxim Integrated","2017-03-31T00:00:00","MXIM","Maxim Integrated"
"Maxpoint Intrctv Cmn","2017-03-31T00:00:00","MXPT","Maxpoint Intrctv Cmn"
"Maxwell Technologies","2017-03-31T00:00:00","MXWL","Maxwell Technologies"
"Myriad Genetics Inc","2017-03-31T00:00:00","MYGN","Myriad Genetics Inc"
"Mylan Nv Ord Shs","2017-03-31T00:00:00","MYL","Mylan Nv Ord Shs"
"Myokardia Inc Cm ST","2017-03-31T00:00:00","MYOK","Myokardia Inc Cm ST"
"Myos Rens Tech Cmn","2017-03-31T00:00:00","MYOS","Myos Rens Tech Cmn"
"Myr Group Inc","2017-03-31T00:00:00","MYRG","Myr Group Inc"
"My Size Inc Cmn","2017-03-31T00:00:00","MYSZ","My Size Inc Cmn"
"Mazor Robotics Ads","2017-03-31T00:00:00","MZOR","Mazor Robotics Ads"
"Natural Alternativ","2017-03-31T00:00:00","NAII","Natural Alternativ"
"Naked Brand Group CS","2017-03-31T00:00:00","NAKD","Naked Brand Group CS"
"Rightside Group Cmn","2017-03-31T00:00:00","NAME","Rightside Group Cmn"
"Nanometrics Inc","2017-03-31T00:00:00","NANO","Nanometrics Inc"
"Nathan's Famous In","2017-03-31T00:00:00","NATH","Nathan's Famous In"
"Natl Instruments Cor","2017-03-31T00:00:00","NATI","Natl Instruments Cor"
"Nature S Sunshine","2017-03-31T00:00:00","NATR","Nature S Sunshine"
"National American Un","2017-03-31T00:00:00","NAUH","National American Un"
"Navigators Grp Inc","2017-03-31T00:00:00","NAVG","Navigators Grp Inc"
"Navient Cp Cmn","2017-03-31T00:00:00","NAVI","Navient Cp Cmn"
"New Age Beverages Corp","2017-03-31T00:00:00","NBEV","New Age Beverages Corp"
"Neurocrine Bioscienc","2017-03-31T00:00:00","NBIX","Neurocrine Bioscienc"
"Northeast Bncp","2017-03-31T00:00:00","NBN","Northeast Bncp"
"Nabriva Therape Ads","2017-03-31T00:00:00","NBRV","Nabriva Therape Ads"
"NBT Bancorp Inc","2017-03-31T00:00:00","NBTB","NBT Bancorp Inc"
"Nicolet Bnkshr Cmn","2017-03-31T00:00:00","NCBS","Nicolet Bnkshr Cmn"
"NCI Inc","2017-03-31T00:00:00","NCIT","NCI Inc"
"Norwegian Cruise Ord","2017-03-31T00:00:00","NCLH","Norwegian Cruise Ord"
"National Cinemedia","2017-03-31T00:00:00","NCMI","National Cinemedia"
"National Commerce Cmn","2017-03-31T00:00:00","NCOM","National Commerce Cmn"
"The9 Limited","2017-03-31T00:00:00","NCTY","The9 Limited"
"Nasdaq Inc Cmn Stk","2017-03-31T00:00:00","NDAQ","Nasdaq Inc Cmn Stk"
"Noodles & Co Cla Cmn","2017-03-31T00:00:00","NDLS","Noodles & Co Cla Cmn"
"Neuroderm Ltd Ord Sh","2017-03-31T00:00:00","NDRM","Neuroderm Ltd Ord Sh"
"Nordson Corporation","2017-03-31T00:00:00","NDSN","Nordson Corporation"
"Neogenomics Inc","2017-03-31T00:00:00","NEO","Neogenomics Inc"
"Neogen Cp","2017-03-31T00:00:00","NEOG","Neogen Cp"
"Neonode Inc","2017-03-31T00:00:00","NEON","Neonode Inc"
"Neos Therapeutics Cmn","2017-03-31T00:00:00","NEOS","Neos Therapeutics Cmn"
"Neothetics Cmn","2017-03-31T00:00:00","NEOT","Neothetics Cmn"
"Neptune Tech","2017-03-31T00:00:00","NEPT","Neptune Tech"
"Minerva Neuroscie Cmn","2017-03-31T00:00:00","NERV","Minerva Neuroscie Cmn"
"Net Element Inc","2017-03-31T00:00:00","NETE","Net Element Inc"
"Newstar Financial","2017-03-31T00:00:00","NEWS","Newstar Financial"
"Newtek Bus Svcs Cmn","2017-03-31T00:00:00","NEWT","Newtek Bus Svcs Cmn"
"Newtek Business 7%Nt","2017-03-31T00:00:00","NEWTL","Newtek Business 7%Nt"
"Newtek 7.5% NTS 2022","2017-03-31T00:00:00","NEWTZ","Newtek 7.5% NTS 2022"
"Northfield Bncrp Del","2017-03-31T00:00:00","NFBK","Northfield Bncrp Del"
"NF Energy Saving Cor","2017-03-31T00:00:00","NFEC","NF Energy Saving Cor"
"Netflix Inc","2017-03-31T00:00:00","NFLX","Netflix Inc"
"National General Hld","2017-03-31T00:00:00","NGHC","National General Hld"
"National General Holdings Corp","2017-03-31T00:00:00","NGHCN","National General Holdings Corp"
"National Gnl Hld Ds","2017-03-31T00:00:00","NGHCO","National Gnl Hld Ds"
"National Gen Srs A","2017-03-31T00:00:00","NGHCP","National Gen Srs A"
"National Gen Sub NTS","2017-03-31T00:00:00","NGHCZ","National Gen Sub NTS"
"Nanthealth Inc Cmn","2017-03-31T00:00:00","NH","Nanthealth Inc Cmn"
"National Holdings","2017-03-31T00:00:00","NHLD","National Holdings"
"National Holdings Corporation Warrants","2017-03-30T00:00:00","NHLDW","National Holdings Corporation Warrants"
"Natural Hlth Trd Cmn","2017-03-31T00:00:00","NHTC","Natural Hlth Trd Cmn"
"Nice Ltd","2017-03-31T00:00:00","NICE","Nice Ltd"
"Nicholas Fincl Inc","2017-03-31T00:00:00","NICK","Nicholas Fincl Inc"
"NII Holdings Cmn","2017-03-31T00:00:00","NIHD","NII Holdings Cmn"
"Nantkwest Inc CS","2017-03-31T00:00:00","NK","Nantkwest Inc CS"
"Natl Bankshares Inc","2017-03-31T00:00:00","NKSH","Natl Bankshares Inc"
